effect,obs,comp,fe,idx
0.135325,200,1,product_code,P461
0.135325,200,1,product_code,P462
0.0653249999999995,200,1,product_code,P463
0.0753249999999995,200,1,product_code,P464
0.0753249999999995,200,1,product_code,P465
0.115325,200,1,product_code,P466
0.105325,200,1,product_code,P467
0.0653249999999995,200,1,product_code,P468
0.0953249999999995,200,1,product_code,P469
0.0953249999999995,200,1,product_code,P47
-0.0346750000000005,200,1,product_code,P470
0.0453249999999995,200,1,product_code,P471
0.0853249999999995,200,1,product_code,P472
0.125325,200,1,product_code,P473
0.0453249999999995,200,1,product_code,P474
0.135324999999999,200,1,product_code,P475
0.115325,200,1,product_code,P476
0.125325,200,1,product_code,P477
0.115325,200,1,product_code,P478
-0.00467500000000048,200,1,product_code,P479
0.125325,200,1,product_code,P48
0.0753249999999995,200,1,product_code,P480
-0.124675000000001,200,1,product_code,P481
-0.104675000000001,200,1,product_code,P482
0.105325,200,1,product_code,P483
0.0853249999999995,200,1,product_code,P484
0.105325,200,1,product_code,P485
0.0253249999999995,200,1,product_code,P486
0.0953249999999995,200,1,product_code,P487
0.0753249999999995,200,1,product_code,P488
0.0953249999999995,200,1,product_code,P489
0.125325,200,1,product_code,P49
-0.00467500000000043,200,1,product_code,P490
0.0753249999999995,200,1,product_code,P491
0.115325,200,1,product_code,P492
-0.0546750000000006,200,1,product_code,P493
0.125325,200,1,product_code,P494
0.0653249999999995,200,1,product_code,P495
0.115325,200,1,product_code,P496
0.115325,200,1,product_code,P497
0.135325,200,1,product_code,P498
0.135325,200,1,product_code,P499
0.135324999999999,200,1,product_code,P5
0.135325,200,1,product_code,P50
0.0853249999999995,200,1,product_code,P500
0.135325,200,1,product_code,P501
0.105324999999999,200,1,product_code,P502
0.0953249999999995,200,1,product_code,P503
0.0253249999999995,200,1,product_code,P504
-0.0146750000000005,200,1,product_code,P505
0.125325,200,1,product_code,P506
0.0653249999999995,200,1,product_code,P507
0.0853249999999995,200,1,product_code,P508
0.0653249999999995,200,1,product_code,P509
0.135325,200,1,product_code,P51
0.135324999999999,200,1,product_code,P510
0.0653249999999995,200,1,product_code,P511
0.125325,200,1,product_code,P512
0.105325,200,1,product_code,P513
0.0153249999999996,200,1,product_code,P514
0.0153249999999995,200,1,product_code,P515
0.125324999999999,200,1,product_code,P516
0.0953249999999995,200,1,product_code,P517
0.0853249999999995,200,1,product_code,P518
0.0353249999999995,200,1,product_code,P519
0.115324999999999,200,1,product_code,P52
0.125325,200,1,product_code,P520
-0.124675000000001,200,1,product_code,P521
0.0953249999999995,200,1,product_code,P522
0.0353249999999994,200,1,product_code,P523
0.0653249999999995,200,1,product_code,P524
0.0853249999999995,200,1,product_code,P525
0.135324999999999,200,1,product_code,P526
0.105325,200,1,product_code,P527
0.0253249999999995,200,1,product_code,P528
0.0853249999999995,200,1,product_code,P529
0.135325,200,1,product_code,P53
0.105325,200,1,product_code,P530
-0.0246750000000004,200,1,product_code,P531
0.115324999999999,200,1,product_code,P532
0.0753249999999995,200,1,product_code,P533
-0.214675000000001,200,1,product_code,P534
-0.184675000000001,200,1,product_code,P535
0.105325,200,1,product_code,P536
0.0353249999999995,200,1,product_code,P537
-0.0146750000000005,200,1,product_code,P538
0.0853249999999995,200,1,product_code,P539
0.135324999999999,200,1,product_code,P54
0.0753249999999995,200,1,product_code,P540
-0.0846750000000004,200,1,product_code,P541
0.0953249999999995,200,1,product_code,P542
-0.0846750000000004,200,1,product_code,P543
0.135325,200,1,product_code,P544
-0.0646750000000005,200,1,product_code,P545
-0.0446750000000004,200,1,product_code,P546
0.0153249999999995,200,1,product_code,P547
-0.0346750000000006,200,1,product_code,P548
0.105325,200,1,product_code,P549
0.135325,200,1,product_code,P55
-0.0946750000000005,200,1,product_code,P550
-0.0946750000000005,200,1,product_code,P551
-0.0946750000000005,200,1,product_code,P552
0.0653249999999995,200,1,product_code,P553
0.0953249999999995,200,1,product_code,P554
0.0353249999999994,200,1,product_code,P555
0.0553249999999995,200,1,product_code,P556
0.0453249999999996,200,1,product_code,P557
0.0953249999999995,200,1,product_code,P558
-0.104675,200,1,product_code,P559
0.135324999999999,200,1,product_code,P56
0.115325,200,1,product_code,P560
0.105324999999999,200,1,product_code,P561
0.0653249999999995,200,1,product_code,P562
0.115325,200,1,product_code,P563
0.0853249999999995,200,1,product_code,P564
0.0753249999999995,200,1,product_code,P565
0.0653249999999995,200,1,product_code,P566
0.0253249999999995,200,1,product_code,P567
-0.144675000000001,200,1,product_code,P568
0.0553249999999995,200,1,product_code,P569
0.135325,200,1,product_code,P57
-0.124675000000001,200,1,product_code,P570
-0.0546750000000005,200,1,product_code,P571
-0.0146750000000005,200,1,product_code,P572
-0.0846750000000004,200,1,product_code,P573
0.0453249999999996,200,1,product_code,P574
0.0153249999999995,200,1,product_code,P575
0.0553249999999995,200,1,product_code,P576
-0.0346750000000004,200,1,product_code,P577
0.115325,200,1,product_code,P578
0.105325,200,1,product_code,P579
0.115325,200,1,product_code,P58
0.125324999999999,200,1,product_code,P580
-0.0146750000000003,200,1,product_code,P581
-0.0646750000000005,200,1,product_code,P582
0.0753249999999995,200,1,product_code,P583
-0.304675000000001,200,1,product_code,P584
-0.254675,200,1,product_code,P585
0.0653249999999996,200,1,product_code,P586
0.0553249999999995,200,1,product_code,P587
-0.0346750000000006,200,1,product_code,P588
0.0753249999999995,200,1,product_code,P589
0.115325,200,1,product_code,P59
0.0153249999999995,200,1,product_code,P590
-0.134675,200,1,product_code,P591
0.0753249999999995,200,1,product_code,P592
0.0853249999999995,200,1,product_code,P593
